index,db,name,tissue,ann,ann_simplify,CL,translate
HCL_Brain_Fibroblast_COL1A1 high,HCL,Fetal-Brain5,Brain,Fibroblast_COL1A1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Calvaria_Fibroblast_Col1a1 high,MCA,Neonatal-Calvaria,Calvaria,Fibroblast_Col1a1 high,Fibroblast,fibroblast,成纤维细胞
HCL_Pancreas_Fibroblast_COL1A1 high,HCL,Fetal-Pancreas2,Pancreas,Fibroblast_COL1A1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Col1a1 high,MCA,Three-Weeks-Stomach,Stomach,Fibroblast_Col1a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bone-Marrow_Fibroblast_Col1a2 high,MCA,Bone-Marrow-Mesenchyme,Bone-Marrow,Fibroblast_Col1a2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Col1a2 high,MCA,Fetal-Pancreas,Pancreas,Fibroblast_Col1a2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Col1a2 high,MCA,Neonatal-Stomach,Stomach,Fibroblast_Col1a2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Col1a2 high,MCA,Two-Years-Stomach,Stomach,Fibroblast_Col1a2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Col1a2 high,MCA,Three-Weeks-Uterus,Uterus,Fibroblast_Col1a2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Calvaria_Fibroblast_Col3a1 high,MCA,Neonatal-Calvaria,Calvaria,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Liver_Fibroblast_Col3a1 high,MCA,Three-Weeks-Liver,Liver,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Omentum_Fibroblast_Col3a1 high,MCA,Adult-Omentum,Omentum,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Col3a1 high,MCA,Three-Weeks-Pancreas,Pancreas,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Col3a1 high,MCA,One-Year-Pancreas,Pancreas,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Col3a1 high,MCA,One-Year-Stomach,Stomach,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Col3a1 high,MCA,Eighteen-Months-Uterus,Uterus,Fibroblast_Col3a1 high,Fibroblast,fibroblast,成纤维细胞
HCL_Adrenal-Gland_Fibroblast_COL3A1 high ,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Fibroblast_COL3A1 high ,Fibroblast_COL3A1 high ,fibroblast,成纤维细胞
HCL_Skin_Fibroblast_COL5A2 high,HCL,Fetal-Skin2,Skin,Fibroblast_COL5A2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Liver_Fibroblast_Colec11 high,MCA,Ten-Days-Liver,Liver,Fibroblast_Colec11 high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Cox4i2 high,MCA,Ten-Days-Lung,Lung,Fibroblast_Cox4i2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Crispld2 high,MCA,Two-Years-Bladder,Bladder,Fibroblast_Crispld2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Omentum_Fibroblast_Crispld2 high,MCA,Adult-Omentum,Omentum,Fibroblast_Crispld2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Ctla2a high,MCA,Adult-Prostate,Prostate,Fibroblast_Ctla2a high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Cxcl1 high,MCA,Neonatal-Stomach,Stomach,Fibroblast_Cxcl1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Cxcl12 high,MCA,Fetal-Testis,Testis,Fibroblast_Cxcl12 high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Cxcl12 high,MCA,Neonatal-Testis,Testis,Fibroblast_Cxcl12 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Cxcl14 high,MCA,One-Year-Bladder,Bladder,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Cxcl14 high,MCA,Two-Years-Bladder,Bladder,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Cxcl14 high,MCA,Eighteen-Months-Heart,Heart,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Intestine_Fibroblast_Cxcl14 high,MCA,Two-Years-Intestine,Intestine,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Cxcl14 high,MCA,Adult-Uterus,Uterus,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Cxcl14 high,MCA,Eighteen-Months-Uterus,Uterus,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Cxcl14 high,MCA,Two-Years-Uterus,Uterus,Fibroblast_Cxcl14 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Cxcl9 high,MCA,Adult-Prostate,Prostate,Fibroblast_Cxcl9 high,Fibroblast,fibroblast,成纤维细胞
MCA_Adrenal-Gland_Fibroblast_Dcn high,MCA,Adult-Adrenal-Gland,Adrenal-Gland,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
HCL_Heart_Fibroblast_DCN high,HCL,Fetal-Heart2,Heart,Fibroblast_DCN high,Fibroblast,fibroblast,成纤维细胞
HCL_Heart_Fibroblast_DCN high,HCL,Fetal-Heart1,Heart,Fibroblast_DCN high,Fibroblast,fibroblast,成纤维细胞
MCA_Intestine_Fibroblast_Dcn high,MCA,Adult-Intestine,Intestine,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Intestine_Fibroblast_Dcn high,MCA,Neonatal-Intestine,Intestine,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Dcn high,MCA,Adult-Kidney,Kidney,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Liver_Fibroblast_Dcn high,MCA,Eighteen-Months-Liver,Liver,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Liver_Fibroblast_Dcn high,MCA,Three-Weeks-Liver,Liver,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Dcn high,MCA,Adult-Lung,Lung,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Dcn high,MCA,One-Year-Lung,Lung,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Dcn high,MCA,Ten-Days-Lung,Lung,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Dcn high,MCA,Three-Weeks-Lung,Lung,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
HCL_Muscle_Fibroblast_DCN high,HCL,Adult-Muscle1,Muscle,Fibroblast_DCN high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Dcn high,MCA,Eighteen-Months-Pancreas,Pancreas,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Dcn high,MCA,Fetal-Pancreas,Pancreas,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Dcn high,MCA,Two-Years-Pancreas,Pancreas,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
HCL_Stomach_Fibroblast_DCN high,HCL,Adult-Stomach3,Stomach,Fibroblast_DCN high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Dcn high,MCA,Adult-Stomach,Stomach,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Dcn high,MCA,One-Year-Testis,Testis,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Dcn high,MCA,Ten-Days-Uterus,Uterus,Fibroblast_Dcn high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Dlk1 high,MCA,Fetal-Heart,Heart,Fibroblast_Dlk1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Dlk1 high,MCA,Neonatal-Heart,Heart,Fibroblast_Dlk1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Dlk1 high,MCA,Fetal-Kidney,Kidney,Fibroblast_Dlk1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Dlk1 high,MCA,Neonatal-Testis,Testis,Fibroblast_Dlk1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Dlk1 high,MCA,Ten-Days-Testis,Testis,Fibroblast_Dlk1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Dpt high,MCA,Adult-Bladder,Bladder,Fibroblast_Dpt high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Dpt high,MCA,Neonatal-Uterus,Uterus,Fibroblast_Dpt high,Fibroblast,fibroblast,成纤维细胞
HCL_Skin_Fibroblast_EFEMP1 high,HCL,Fetal-Skin3,Skin,Fibroblast_EFEMP1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Egr1 high,MCA,Two-Years-Bladder,Bladder,Fibroblast_Egr1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Eln high,MCA,Neonatal-Heart,Heart,Fibroblast_Eln high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Emp3 high,MCA,Ten-Days-Testis,Testis,Fibroblast_Emp3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Fabp4 high,MCA,Ten-Days-Kidney,Kidney,Fibroblast_Fabp4 high,Fibroblast,fibroblast,成纤维细胞
HCL_Stomach_Fibroblast_FBLN1 high,HCL,Fetal-Stomach2,Stomach,Fibroblast_FBLN1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Fbn1 high,MCA,Adult-Prostate,Prostate,Fibroblast_Fbn1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Fibin high,MCA,Eighteen-Months-Bladder,Bladder,Fibroblast_Fibin high,Fibroblast,fibroblast,成纤维细胞
MCA_Liver_Fibroblast_Fmod high,MCA,Ten-Days-Liver,Liver,Fibroblast_Fmod high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Fn1 high,MCA,Adult-Pancreas,Pancreas,Fibroblast_Fn1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Fn1 high,MCA,Ten-Days-Uterus,Uterus,Fibroblast_Fn1 high,Fibroblast,fibroblast,成纤维细胞
HCL_Intestine_Fibroblast_FNDC1 high,HCL,Fetal-Intestine4,Intestine,Fibroblast_FNDC1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Skin_Fibroblast_Gas6 high,MCA,Neonatal-Skin,Skin,Fibroblast_Gas6 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Gm23935 high,MCA,Adult-Uterus,Uterus,Fibroblast_Gm23935 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Gpx3 high,MCA,One-Year-Heart,Heart,Fibroblast_Gpx3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Gpx3 high,MCA,Two-Years-Heart,Heart,Fibroblast_Gpx3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Gpx3 high,MCA,Adult-Prostate,Prostate,Fibroblast_Gpx3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Gpx3 high,MCA,Two-Years-Prostate,Prostate,Fibroblast_Gpx3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Gsn high,MCA,Three-Weeks-Heart,Heart,Fibroblast_Gsn high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Gsn high,MCA,One-Year-Stomach,Stomach,Fibroblast_Gsn high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Gsn high,MCA,Two-Years-Stomach,Stomach,Fibroblast_Gsn high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Gucy1b3 high,MCA,Three-Weeks-Lung,Lung,Fibroblast_Gucy1b3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_H19 high,MCA,Neonatal-Kidney,Kidney,Fibroblast_H19 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Has1 high,MCA,Adult-Uterus,Uterus,Fibroblast_Has1 high,Fibroblast,fibroblast,成纤维细胞
HCL_Intestine_Fibroblast_HMGB2 high,HCL,Fetal-Intestine4,Intestine,Fibroblast_HMGB2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Hoxa10 high,MCA,One-Year-Uterus,Uterus,Fibroblast_Hoxa10 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Hsd11b2 high,MCA,Adult-Uterus,Uterus,Fibroblast_Hsd11b2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Hsd11b2 high,MCA,Two-Years-Uterus,Uterus,Fibroblast_Hsd11b2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Ifit3 high,MCA,Eighteen-Months-Heart,Heart,Fibroblast_Ifit3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Ifit3 high,MCA,Three-Weeks-Heart,Heart,Fibroblast_Ifit3 high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Inmt high,MCA,Adult-Lung,Lung,Fibroblast_Inmt high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Inmt high,MCA,One-Year-Lung,Lung,Fibroblast_Inmt high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Inmt high,MCA,Three-Weeks-Lung,Lung,Fibroblast_Inmt high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Inmt high,MCA,Eighteen-Months-Uterus,Uterus,Fibroblast_Inmt high,Fibroblast,fibroblast,成纤维细胞
MCA_Intestine_Fibroblast_Itm2a high,MCA,Neonatal-Intestine,Intestine,Fibroblast_Itm2a high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Klf9 high,MCA,Two-Years-Uterus,Uterus,Fibroblast_Klf9 high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Lsp1 high,MCA,Ten-Days-Kidney,Kidney,Fibroblast_Lsp1 high,Fibroblast,fibroblast,成纤维细胞
HCL_Bladder_Fibroblast_LUM high,HCL,Adult-Bladder2,Bladder,Fibroblast_LUM high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Lum high,MCA,Neonatal-Uterus,Uterus,Fibroblast_Lum high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Lum high,MCA,One-Year-Uterus,Uterus,Fibroblast_Lum high,Fibroblast,fibroblast,成纤维细胞
MCA_Muscle_Fibroblast_Ly6a high,MCA,Neonatal-Muscle,Muscle,Fibroblast_Ly6a high,Fibroblast,fibroblast,成纤维细胞
HCL_Adrenal-Gland_Fibroblast_MFAP4 high,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Fibroblast_MFAP4 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Mfap4 high,MCA,Ten-Days-Heart,Heart,Fibroblast_Mfap4 high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Mfap4 high,MCA,Adult-Pancreas,Pancreas,Fibroblast_Mfap4 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Mfap5 high,MCA,Two-Years-Bladder,Bladder,Fibroblast_Mfap5 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Mfap5 high,MCA,Adult-Heart,Heart,Fibroblast_Mfap5 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Mfap5 high,MCA,Eighteen-Months-Heart,Heart,Fibroblast_Mfap5 high,Fibroblast,fibroblast,成纤维细胞
MCA_Liver_Fibroblast_Mfap5 high,MCA,Ten-Days-Liver,Liver,Fibroblast_Mfap5 high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Mfap5 high,MCA,Neonatal-Lung,Lung,Fibroblast_Mfap5 high,Fibroblast,fibroblast,成纤维细胞
MCA_Adrenal-Gland_Fibroblast_Mgp high,MCA,Adult-Adrenal-Gland,Adrenal-Gland,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Mgp high,MCA,Eighteen-Months-Brain,Brain,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Mgp high,MCA,One-Year-Brain,Brain,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Mgp high,MCA,Ten-Days-Brain,Brain,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Mgp high,MCA,Three-Weeks-Brain,Brain,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Mgp high,MCA,Two-Years-Brain,Brain,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Intestine_Fibroblast_Mgp high,MCA,Two-Years-Intestine,Intestine,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Mgp high,MCA,Adult-Kidney,Kidney,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Mgp high,MCA,Fetal-Kidney,Kidney,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Mgp high,MCA,One-Year-Kidney,Kidney,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
HCL_Prostate_Fibroblast_MGP high,HCL,Adult-Prostate1,Prostate,Fibroblast_MGP high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Mgp high,MCA,Adult-Stomach,Stomach,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Mgp high,MCA,Adult-Uterus,Uterus,Fibroblast_Mgp high,Fibroblast,fibroblast,成纤维细胞
MCA_Muscle_Fibroblast_Msc high,MCA,Neonatal-Muscle,Muscle,Fibroblast_Msc high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_mt high,MCA,Two-Years-Bladder,Bladder,Fibroblast_mt high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_mt high,MCA,Ten-Days-Heart,Heart,Fibroblast_mt high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Myoc high,MCA,Two-Years-Bladder,Bladder,Fibroblast_Myoc high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Nbl1 high,MCA,Eighteen-Months-Prostate,Prostate,Fibroblast_Nbl1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Muscle_Fibroblast_Ndn high,MCA,Neonatal-Muscle,Muscle,Fibroblast_Ndn high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Pclaf high,MCA,Three-Weeks-Uterus,Uterus,Fibroblast_Pclaf high,Fibroblast,fibroblast,成纤维细胞
HCL_Heart_Fibroblast_PENK high,HCL,Fetal-Heart2,Heart,Fibroblast_PENK high,Fibroblast,fibroblast,成纤维细胞
HCL_Heart_Fibroblast_PENK high,HCL,Fetal-Heart1,Heart,Fibroblast_PENK high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Penk high,MCA,Fetal-Kidney,Kidney,Fibroblast_Penk high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Penk high,MCA,Neonatal-Kidney,Kidney,Fibroblast_Penk high,Fibroblast,fibroblast,成纤维细胞
HCL_Muscle_Fibroblast_PENK high,HCL,Adult-Muscle1,Muscle,Fibroblast_PENK high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Pi16 high,MCA,One-Year-Bladder,Bladder,Fibroblast_Pi16 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Pi16 high,MCA,Ten-Days-Heart,Heart,Fibroblast_Pi16 high,Fibroblast,fibroblast,成纤维细胞
MCA_Omentum_Fibroblast_Pi16 high,MCA,Adult-Omentum,Omentum,Fibroblast_Pi16 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Pil6 high,MCA,Two-Years-Prostate,Prostate,Fibroblast_Pil6 high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Plac8 high,MCA,Three-Weeks-Uterus,Uterus,Fibroblast_Plac8 high,Fibroblast,fibroblast,成纤维细胞
HCL_Adrenal-Gland_Fibroblast_POSTN high,HCL,Fetal-Adrenal-Gland2,Adrenal-Gland,Fibroblast_POSTN high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Postn high,MCA,Fetal-Heart,Heart,Fibroblast_Postn high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Postn high,MCA,One-Year-Heart,Heart,Fibroblast_Postn high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Postn high,MCA,Two-Years-Heart,Heart,Fibroblast_Postn high,Fibroblast,fibroblast,成纤维细胞
MCA_Stomach_Fibroblast_Postn high,MCA,Adult-Stomach,Stomach,Fibroblast_Postn high,Fibroblast,fibroblast,成纤维细胞
MCA_Bone-Marrow_Fibroblast_Prg4 high,MCA,Bone-Marrow-Mesenchyme,Bone-Marrow,Fibroblast_Prg4 high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Ptgds high,MCA,Ten-Days-Brain,Brain,Fibroblast_Ptgds high,Fibroblast,fibroblast,成纤维细胞
MCA_Brain_Fibroblast_Ptgds high,MCA,Three-Weeks-Brain,Brain,Fibroblast_Ptgds high,Fibroblast,fibroblast,成纤维细胞
MCA_Kidney_Fibroblast_Ptgds high,MCA,Adult-Kidney,Kidney,Fibroblast_Ptgds high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Ptn high,MCA,Fetal-Testis,Testis,Fibroblast_Ptn high,Fibroblast,fibroblast,成纤维细胞
MCA_Uterus_Fibroblast_Ptn high,MCA,Fetal-Uterus,Uterus,Fibroblast_Ptn high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_S100a6 high,MCA,Fetal-Pancreas,Pancreas,Fibroblast_S100a6 high,Fibroblast,fibroblast,成纤维细胞
MCA_Bladder_Fibroblast_Scara5 high,MCA,Two-Years-Bladder,Bladder,Fibroblast_Scara5 high,Fibroblast,fibroblast,成纤维细胞
HCL_Skin_Fibroblast_SFPR4 high,HCL,Fetal-Skin3,Skin,Fibroblast_SFPR4 high,Fibroblast,fibroblast,成纤维细胞
HCL_Skin_Fibroblast_SFPR4 high,HCL,Fetal-Skin2,Skin,Fibroblast_SFPR4 high,Fibroblast,fibroblast,成纤维细胞
HCL_Lung_Fibroblast_SFRP high,HCL,Adult-Lung1,Lung,Fibroblast_SFRP high,Fibroblast,fibroblast,成纤维细胞
MCA_Lung_Fibroblast_Sftpc high,MCA,Fetal-Lung,Lung,Fibroblast_Sftpc high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Smoc2 high,MCA,Adult-Pancreas,Pancreas,Fibroblast_Smoc2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Muscle_Fibroblast_Spp1 high,MCA,Neonatal-Muscle,Muscle,Fibroblast_Spp1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Intestine_Fibroblast_Stmn2 high,MCA,Fetal-Intestine,Intestine,Fibroblast_Stmn2 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Tcf21 high,MCA,Fetal-Heart,Heart,Fibroblast_Tcf21 high,Fibroblast,fibroblast,成纤维细胞
MCA_Heart_Fibroblast_Thbs4 high,MCA,Two-Years-Heart,Heart,Fibroblast_Thbs4 high,Fibroblast,fibroblast,成纤维细胞
MCA_Omentum_Fibroblast_Tnfaip6 high,MCA,Adult-Omentum,Omentum,Fibroblast_Tnfaip6 high,Fibroblast,fibroblast,成纤维细胞
MCA_Pancreas_Fibroblast_Upk3b high,MCA,One-Year-Pancreas,Pancreas,Fibroblast_Upk3b high,Fibroblast,fibroblast,成纤维细胞
MCA_Testis_Fibroblast_Upk3b high,MCA,Fetal-Testis,Testis,Fibroblast_Upk3b high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Wif1 high,MCA,Adult-Prostate,Prostate,Fibroblast_Wif1 high,Fibroblast,fibroblast,成纤维细胞
MCA_Prostate_Fibroblast_Wif1 high,MCA,Two-Years-Prostate,Prostate,Fibroblast_Wif1 high,Fibroblast,fibroblast,成纤维细胞
HCL_Stomach_Fibroblast_ZFAND2A high,HCL,Fetal-Stomach2,Stomach,Fibroblast_ZFAND2A high,Fibroblast,fibroblast,成纤维细胞
HCL_Pancreas_Follicular dendritic cell,HCL,Fetal-Pancreas3,Pancreas,Follicular dendritic cell,Follicular dendritic cell,dendritic cell,树突状细胞
HCL_Pancreas_Follicular dendritic cell,HCL,Fetal-Pancreas1,Pancreas,Follicular dendritic cell,Follicular dendritic cell,dendritic cell,树突状细胞
MCA_Stomach_G cell,MCA,Two-Years-Stomach,Stomach,G cell,G cell,endocrine cell,内分泌细胞
MCA_Brain_GABA interneuron,MCA,E18-Brain,Brain,GABA interneuron,GABA interneuron,neural cell,神经细胞
HCL_Brain_GABAergic neuron,HCL,Fetal-Brain_Zhong,Brain,GABAergic neuron,GABAergic neuron,neural cell,神经细胞
MCA_Brain_GABAergic neuron,MCA,Adult-Brain,Brain,GABAergic neuron,GABAergic neuron,neural cell,神经细胞
MCA_Brain_GABAergic neuron,MCA,Neonatal-Brain,Brain,GABAergic neuron,GABAergic neuron,neural cell,神经细胞
MCA_Brain_GABAergic neuron,MCA,Ten-Days-Brain,Brain,GABAergic neuron,GABAergic neuron,neural cell,神经细胞
MCA_Brain_GABAergic neuron_Htra3 high,MCA,E18-Brain,Brain,GABAergic neuron_Htra3 high,GABAergic neuron,neural cell,神经细胞
MCA_Brain_GABAergic neuron_Lhx6 high,MCA,E18-Brain,Brain,GABAergic neuron_Lhx6 high,GABAergic neuron,neural cell,神经细胞
MCA_Brain_GABAergic neuron_Nrxn3 high,MCA,E18-Brain,Brain,GABAergic neuron_Nrxn3 high,GABAergic neuron,neural cell,神经细胞
HCL_Pancreas_Gamma cell,HCL,Adult-Pancreas_Baron,Pancreas,Gamma cell,Gamma cell,pancreatic D cell,胰腺D细胞
